"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"7775","80-16-087070","2016-10-11 01:00:00","2016-10-10 23:58:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","625","PARKING LOT / GARAGE","3000 BLOCK BRECKENRIDGE LN                                  ","ASSAULT - 3RD DEGREE (OFFICER TRANSPORTING INMATES)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"7776","80-16-087070","2016-10-11 01:00:00","2016-10-10 23:58:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","625","PARKING LOT / GARAGE","3000 BLOCK BRECKENRIDGE LN                                  ","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"7777","80-16-087070","2016-10-11 01:00:00","2016-10-10 23:58:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","625","PARKING LOT / GARAGE","3000 BLOCK BRECKENRIDGE LN                                  ","ASSAULT - 2ND DEGREE - POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"7778","80-16-087070","2016-10-11 01:00:00","2016-10-10 23:58:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","625","PARKING LOT / GARAGE","3000 BLOCK BRECKENRIDGE LN                                  ","ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"7779","80-16-087070","2016-10-11 01:00:00","2016-10-10 23:58:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","PARKING LOT / GARAGE","3000 BLOCK BRECKENRIDGE LN                                  ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"7780","80-10-094543","2010-11-28 20:49:00","2010-11-28 20:40:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","2100 BLOCK UPPER HUNTERS TRCE                               ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40216"
"7781","80-10-094543","2010-11-28 20:49:00","2010-11-28 20:40:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","2100 BLOCK UPPER HUNTERS TRCE                               ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40216"
"7782","80-13-065315","2013-08-28 16:52:00","2013-08-28 16:52:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","PARKING LOT / GARAGE","4000 BLOCK SOUTHERN PKY                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"7783","80-13-065315","2013-08-28 16:52:00","2013-08-28 16:52:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","PARKING LOT / GARAGE","4000 BLOCK SOUTHERN PKY                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"7784","80-14-082462","2014-10-25 21:40:00","2014-10-25 21:40:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","OTHER / UNKNOWN","COOPER ST / FERN ST                                         ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40204"
"7785","80-14-086704","2014-11-08 23:25:00","2014-11-08 21:25:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","735","PARKING LOT / GARAGE","4800 BLOCK OUTER LOOP                                       ","ASSAULT - 2ND DEGREE - POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"7786","80-14-086704","2014-11-08 23:25:00","2014-11-08 21:25:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","735","PARKING LOT / GARAGE","4800 BLOCK OUTER LOOP                                       ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"7787","80-14-086704","2014-11-08 23:25:00","2014-11-08 21:25:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","735","HIGHWAY / ROAD / ALLEY","4800 BLOCK OUTER LOOP                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"7788","80-14-041935","2014-06-09 23:45:00","2014-06-09 15:34:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","3000 BLOCK S 4TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7789","80-14-041935","2014-06-09 23:45:00","2014-06-09 15:34:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","3000 BLOCK S 4TH ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7790","80-14-041935","2014-06-09 23:45:00","2014-06-09 15:34:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","3000 BLOCK S 4TH ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7791","80-14-041935","2014-06-09 23:45:00","2014-06-09 15:34:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","3000 BLOCK S 4TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7792","80-13-015218","2013-03-02 23:55:00","2013-03-02 23:40:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","134","HOMELESS SHELTER / MISSION","1100 BLOCK E MARKET ST                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","MENTALLY DERANGED","LOUISVILLE","40206"
"7793","80-13-015218","2013-03-02 23:55:00","2013-03-02 23:40:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","HOMELESS SHELTER / MISSION","1100 BLOCK E MARKET ST                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","MENTALLY DERANGED","LOUISVILLE","40206"
"7794","80-13-079037","2013-10-14 21:00:00","2013-10-14 19:50:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","S 13TH ST / BRASHEAR DR                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40210"
"7795","80-15-024419","2015-04-04 23:59:00","2015-04-04 23:59:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","711","RESIDENCE / HOME","5400 BLOCK EMRICH AVE                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40291"
"7796","80-15-024419","2015-04-04 23:59:00","2015-04-04 23:59:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","711","RESIDENCE / HOME","5400 BLOCK EMRICH AVE                                       ","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40291"
"7797","80-15-024419","2015-04-04 23:59:00","2015-04-04 23:59:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","711","RESIDENCE / HOME","5400 BLOCK EMRICH AVE                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40291"
"7798","80-15-023806","2015-04-02 15:30:00","2015-04-02 15:30:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","521","HIGHWAY / ROAD / ALLEY","200 BLOCK N CLIFTON AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"7799","80-15-023806","2015-04-02 15:30:00","2015-04-02 15:30:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","521","PARKING LOT / GARAGE","200 BLOCK N CLIFTON AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"7800","80-15-023806","2015-04-02 15:30:00","2015-04-02 15:30:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","521","PARKING LOT / GARAGE","200 BLOCK N CLIFTON AVE                                     ","MURDER - POLICE OFFICER ATTEMPTED","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"7801","80-15-023806","2015-04-02 15:30:00","2015-04-02 15:30:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","521","PARKING LOT / GARAGE","200 BLOCK N CLIFTON AVE                                     ","MURDER - POLICE OFFICER ATTEMPTED","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"7802","80-15-023806","2015-04-02 15:30:00","2015-04-02 15:30:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","521","PARKING LOT / GARAGE","200 BLOCK N CLIFTON AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"7803","80-15-023806","2015-04-02 15:30:00","2015-04-02 15:30:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","521","HIGHWAY / ROAD / ALLEY","200 BLOCK N CLIFTON AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"7804","80-14-016722","2014-03-09 16:32:00","2014-03-09 16:32:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","211","RESIDENCE / HOME","100 BLOCK S 38TH ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40212"
"7805","80-14-016722","2014-03-09 16:32:00","2014-03-09 16:32:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","211","RESIDENCE / HOME","100 BLOCK S 38TH ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40212"
"7806","80-13-019891","2013-03-22 01:59:00","2013-03-22 01:59:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","223","BAR / NIGHT CLUB","2900 BLOCK W KENTUCKY ST                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40211"
"7807","80-13-019891","2013-03-22 01:59:00","2013-03-22 01:59:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","BAR / NIGHT CLUB","2900 BLOCK W KENTUCKY ST                                    ","MENACING","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40211"
"7808","80-12-050315","2012-06-24 23:56:00","2012-06-24 02:00:00","ASSAULT","13A","PART I","COMPLETED","8TH DIVISION","823","HIGHWAY / ROAD / ALLEY","EASTWOOD CUT OFF RD / SHELBYVILLE RD                        ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40245"
"7809","80-12-050315","2012-06-24 23:56:00","2012-06-24 02:00:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","EASTWOOD CUT OFF RD / SHELBYVILLE RD                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40245"
"7810","80-12-040681","2012-05-22 19:02:00","2012-05-22 00:10:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","400 BLOCK ARLINGTON MEADOWS DR                              ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40023"
"7811","80-12-040681","2012-05-22 19:02:00","2012-05-22 00:10:00","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","400 BLOCK ARLINGTON MEADOWS DR                              ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40023"
"7812","80-12-040681","2012-05-22 19:02:00","2012-05-22 00:10:00","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","400 BLOCK ARLINGTON MEADOWS DR                              ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40023"
"7813","80-12-024256","2012-03-28 17:10:00","2012-03-28 17:10:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 24TH ST / GREEN ALY                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40212"
"7814","80-12-037188","2012-05-10 22:44:00","2012-05-10 22:44:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","3500 BLOCK LODGE LN                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40218"
"7815","80-12-037188","2012-05-10 22:44:00","2012-05-10 22:44:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","3500 BLOCK LODGE LN                                         ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40218"
"7816","80-12-031301","2012-04-21 23:15:00","2012-04-21 22:17:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","134","HIGHWAY / ROAD / ALLEY","N FLOYD ST / E WITHERSPOON ST                               ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40202"
"7817","80-12-031301","2012-04-21 23:15:00","2012-04-21 22:17:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","HIGHWAY / ROAD / ALLEY","N FLOYD ST / E WITHERSPOON ST                               ","MENACING","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40202"
"7818","80-10-041035","2010-06-01 22:39:00","2010-06-01 22:37:00","ASSAULT","13A","PART I","","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","3200 BLOCK BARDSTOWN RD                                     ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LVIL","40205"
"7819","80-10-041035","2010-06-01 22:39:00","2010-06-01 22:37:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","3200 BLOCK BARDSTOWN RD                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LVIL","40205"
"7820","80-10-041035","2010-06-01 22:39:00","2010-06-01 22:37:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","625","HOTEL / MOTEL / ETC.","3200 BLOCK BARDSTOWN RD                                     ","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LVIL","40205"
"7821","80-11-104488","2011-12-26 16:00:00","2011-12-25 21:29:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1700 BLOCK BERRY BLVD                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","BURGLARY IN PROGRESS OR PURSUING BURG SUSPECT","LOUISVILLE","40215"
"7822","80-11-104488","2011-12-26 16:00:00","2011-12-25 21:29:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1700 BLOCK BERRY BLVD                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","BURGLARY IN PROGRESS OR PURSUING BURG SUSPECT","LOUISVILLE","40215"
"7823","80-10-021782","2010-03-28 00:30:00","2010-03-28 00:30:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","723","RESIDENCE / HOME","6700 BLOCK VANDRE AVE                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LVIL","40228"
"7824","80-10-021782","2010-03-28 00:30:00","2010-03-28 00:30:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","723","RESIDENCE / HOME","6700 BLOCK VANDRE AVE                                       ","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LVIL","40228"
"7825","80-10-021782","2010-03-28 00:30:00","2010-03-28 00:30:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","723","RESIDENCE / HOME","6700 BLOCK VANDRE AVE                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LVIL","40228"
"7826","80-11-101924","2011-12-16 03:12:00","2011-12-16 02:30:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","2900 BLOCK W KENTUCKY ST                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"7827","80-11-101924","2011-12-16 03:12:00","2011-12-16 02:30:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","BAR / NIGHT CLUB","2900 BLOCK W KENTUCKY ST                                    ","ASSAULT - 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"7828","80-13-019363","2013-03-20 05:15:00","2013-03-20 05:10:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","100 BLOCK E WELLINGTON AVE                                  ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"7829","80-12-005226","2012-01-19 18:14:00","2012-01-19 17:19:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","500 BLOCK BEECHER ST                                        ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40215"
"7830","80-12-005226","2012-01-19 18:14:00","2012-01-19 17:19:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","500 BLOCK BEECHER ST                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40215"
"7831","80-17-052500","2017-06-29 21:00:00","2017-06-29 20:30:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 20TH ST / W MUHAMMAD ALI BLVD                             ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7832","80-17-052500","2017-06-29 21:00:00","2017-06-29 20:30:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 20TH ST / W MUHAMMAD ALI BLVD                             ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7833","80-17-052500","2017-06-29 21:00:00","2017-06-29 20:30:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 20TH ST / W MUHAMMAD ALI BLVD                             ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7834","80-17-066273","2017-08-15 16:53:00","2017-08-15 16:00:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","225","HIGHWAY / ROAD / ALLEY","1400 BLOCK S 9TH ST                                         ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","ALL OTHER","LOUISVILLE","40208"
"7835","80-14-081035","2014-10-21 00:22:00","2014-10-21 00:22:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","135","HIGHWAY / ROAD / ALLEY","400 BLOCK E MUHAMMAD ALI BLVD                               ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40202"
"7836","80-14-081035","2014-10-21 00:22:00","2014-10-21 00:22:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","HIGHWAY / ROAD / ALLEY","400 BLOCK E MUHAMMAD ALI BLVD                               ","ASSAULT - 4TH DEGREE (MINOR INJURY)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40202"
"7837","80-13-081929","2013-10-24 19:23:00","2013-10-24 19:23:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","500 BLOCK N 22ND ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7838","80-14-015092","2014-03-03 04:17:00","2014-03-03 03:21:00","ASSAULT","13C","PART II","","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","4400 BLOCK GATEWOOD AVE                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"7839","80-14-015092","2014-03-03 04:17:00","2014-03-03 03:21:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","4400 BLOCK GATEWOOD AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"7840","80-15-021763","2015-03-26 14:22:00","2015-03-26 14:22:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","521","NON-ATTACHED RESD GARAGE/SHED/BULD","600 BLOCK EDITH RD                                          ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40206"
"7841","80-15-057783","2015-07-25 23:26:00","2015-07-25 19:34:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","735","RESIDENCE / HOME","200 BLOCK CHARIOT CT                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40219"
