INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year
80-12-047992,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",ERMA/ERMA WERKE                                        ,               ,22C  ,6/17/2012,S JACKSON ST / E JEFFERSON ST                               ,LOUISVILLE          ,KY,40202,BLACK,M,21,2012
80-12-047993,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: P SER,9MM  ,6/17/2012,S JACKSON ST / E JEFFERSON ST                               ,LOUISVILLE          ,KY,40202,BLACK,M,30,2012
80-12-047851,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: M&P   ,40C  ,6/16/2012,1400 BLOCK FAYETTE DR                                       ,LOUISVILLE          ,KY,40219,NULL,NULL,NULL,2012
80-12-047678,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",GLOCK GMBH                                             ,MODEL 21/21C (4,45C  ,6/16/2012,4300 BLOCK VERMONT AVE                                      ,LOUISVILLE          ,KY,40211,BLACK,M,24,2012
80-12-047723,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",               ,40C  ,6/16/2012,COLORADO AVE / TENNESSEE AVE                                ,LOUISVILLE          ,KY,40208,BLACK,M,24,2012
80-12-047673,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ",BRYCO ARMS                                             ,               ,22C  ,6/16/2012,S 41ST ST / VERMONT AVE                                     ,LOUISVILLE          ,KY,40211,BLACK,M,20,2012
80-12-047635,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUSTRIES                                       ,P-380          ,380C ,6/16/2012,W BRECKINRIDGE ST / DIXIE HWY                               ,LOUISVILLE          ,KY,40210,BLACK,M,36,2012
80-12-047575,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,6/15/2012,DIXIE HWY / W HILL ST                                       ,LOUISVILLE          ,KY,40210,WHITE,M,21,2012
80-12-047361,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,6/15/2012,S 41ST ST / W BROADWAY                                      ,LOUISVILLE          ,KY,40211,BLACK,M,33,2012
80-12-046958,ROBBERY,NULL,                                                       ,               ,     ,6/14/2012,2300 BLOCK PORTLAND AVE                                     ,LOUISVILLE          ,KY,40212,NULL,NULL,NULL,2012
80-12-046958,ROBBERY,NULL,                                                       ,               ,     ,6/14/2012,2300 BLOCK PORTLAND AVE                                     ,LOUISVILLE          ,KY,40212,NULL,NULL,NULL,2012
80-12-047060,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC                                  ",DPMS INC (DEFENSE PROCUREMENT MFG SERVICES)            ,               ,223C ,6/14/2012,300 BLOCK W WHITNEY AVE                                     ,LOUISVILLE          ,KY,40214,WHITE,M,32,2012
80-12-047276,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,               ,20GA ,6/14/2012,4400 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40216,WHITE,M,25,2012
80-12-047276,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,               ,20GA ,6/14/2012,4400 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40216,WHITE,M,25,2012
80-12-047276,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,               ,20GA ,6/14/2012,4400 BLOCK MANSLICK RD                                      ,LOUISVILLE          ,KY,40216,WHITE,M,25,2012
80-12-047305,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HASKELL                                                ,JS 45          ,45C  ,6/14/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,29,2012
80-12-047022,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,6/14/2012,S 22ND ST / GRAND AVE                                       ,LOUISVILLE          ,KY,40210,BLACK,M,47,2012
80-12-046975,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,6/14/2012,S 28TH ST / W MUHAMMAD ALI BLVD                             ,LOUISVILLE          ,KY,40212,BLACK,M,22,2012
80-12-046970,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,40C  ,6/13/2012,1000 BLOCK S 32ND ST                                        ,LOUISVILLE          ,KY,40211,BLACK,M,18,2012
80-12-046874,INTIMIDATION,"PISTOL, REVOLVER                                       ",HEGE WAFFEN                                            ,               ,38C  ,6/13/2012,1300 BLOCK THORNBERRY AVE                                   ,LOUISVILLE          ,KY,40215,WHITE,M,72,2012
80-12-047012,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,380C ,6/13/2012,3100 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE          ,KY,40212,BLACK,M,20,2012
80-12-046841,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-11           ,9MM  ,6/13/2012,5300 BLOCK RED OAK LN                                       ,LOUISVILLE          ,KY,40218,BLACK,M,61,2012
80-12-046841,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-11           ,9MM  ,6/13/2012,5300 BLOCK RED OAK LN                                       ,LOUISVILLE          ,KY,40218,BLACK,M,61,2012
80-12-046841,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-11           ,9MM  ,6/13/2012,5300 BLOCK RED OAK LN                                       ,LOUISVILLE          ,KY,40218,BLACK,M,61,2012
80-12-047038,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,     ,6/13/2012,600 BLOCK DR MARTIN LUTHER KING PL                          ,LOUISVILLE          ,KY,40202,BLACK,M,24,2012
80-12-032175,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 21/21C (4,45C  ,6/13/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,26,2012
80-12-032175,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 21/21C (4,45C  ,6/13/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,26,2012
80-12-046750,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO ROSSI & CO                              ,               ,357C ,6/13/2012,WF - ORANGE LOT                                             ,LOUISVILLE          ,KY,40202,BLACK,M,31,2012
80-12-046431,ROBBERY,"PISTOL, REVOLVER                                       ",ROHM                                                   ,               ,38C  ,6/12/2012,2700 BLOCK W MAIN ST                                        ,LOUISVILLE          ,KY,40212,NULL,NULL,NULL,2012
80-12-046416,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",BRYCO ARMS                                             ,               ,380C ,6/12/2012,I265N AT NATIONAL TPKE                                      ,LOUISVILLE          ,KY,40118,BLACK,M,24,2012
80-12-046416,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",BRYCO ARMS                                             ,               ,380C ,6/12/2012,I265N AT NATIONAL TPKE                                      ,LOUISVILLE          ,KY,40118,BLACK,M,24,2012
80-12-046416,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,6/12/2012,I265N AT NATIONAL TPKE                                      ,LOUISVILLE          ,KY,40118,BLACK,M,24,2012
80-12-046416,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,6/12/2012,I265N AT NATIONAL TPKE                                      ,LOUISVILLE          ,KY,40118,BLACK,M,24,2012
80-12-046214,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,P-25           ,25C  ,6/11/2012,1200 BLOCK DIXIE HWY                                        ,LOUISVILLE          ,KY,40210,BLACK,M,38,2012
80-12-046214,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",ERMA/ERMA WERKE                                        ,               ,22C  ,6/11/2012,1200 BLOCK DIXIE HWY                                        ,LOUISVILLE          ,KY,40210,BLACK,M,38,2012
80-12-046119,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",MALTBY & HENLEY                                        ,               ,25C  ,6/11/2012,ALLSTON AVE / DIXIE HWY                                     ,LOUISVILLE          ,KY,40210,BLACK,M,15,2012
80-12-046062,NARCOTICS,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,6/10/2012,1000 BLOCK CLAY AVE                                         ,LOUISVILLE          ,KY,40219,WHITE,M,48,2012
80-12-046062,NARCOTICS,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,6/10/2012,1000 BLOCK CLAY AVE                                         ,LOUISVILLE          ,KY,40219,WHITE,M,48,2012
80-12-045969,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,6/10/2012,400 BLOCK S 12TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,28,2012
80-12-045843,SIMPLE ASSAULT,"PISTOL, REVOLVER                                       ",                                                       ,               ,25C  ,6/9/2012,5200 BLOCK DIXIE HWY                                        ,LOUISVILLE          ,KY,40216,BLACK,M,19,2012
80-12-045673,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-11           ,9MM  ,6/9/2012,900 BLOCK S 16TH ST                                         ,LOUISVILLE          ,KY,40210,BLACK,M,25,2012
80-12-045652,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,6/9/2012,S 11TH ST / W BROADWAY                                      ,LOUISVILLE          ,KY,40203,BLACK,M,28,2012
80-12-045548,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-40           ,40C  ,6/8/2012,1000 BLOCK PLACE JAUNE                                      ,LOUISVILLE          ,KY,40203,BLACK,M,23,2012
80-12-045536,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,25C  ,6/8/2012,7000 BLOCK DUNKIRK LN                                       ,LOUISVILLE          ,KY,40272,WHITE,M,23,2012
80-12-045372,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,               ,380C ,6/8/2012,S PRESTON ST / WOODBINE ST                                  ,LOUISVILLE          ,KY,40208,BLACK,M,18,2012
80-12-045211,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT745    ,45C  ,6/7/2012,300 BLOCK EASTERN PKY                                       ,LOUISVILLE          ,KY,40209,WHITE,M,22,2012
80-12-045211,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT745    ,45C  ,6/7/2012,300 BLOCK EASTERN PKY                                       ,LOUISVILLE          ,KY,40209,WHITE,M,22,2012
80-12-045211,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT745    ,45C  ,6/7/2012,300 BLOCK EASTERN PKY                                       ,LOUISVILLE          ,KY,40209,WHITE,M,22,2012
80-12-045160,ROBBERY,"RIFLE, SEMI-AUTOMATIC                                  ",                                                       ,               ,     ,6/7/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,16,2012
80-12-045081,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,22C  ,6/7/2012,900 BLOCK S 17TH ST                                         ,LOUISVILLE          ,KY,40210,BLACK,M,27,2012
80-12-045081,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,22C  ,6/7/2012,900 BLOCK S 17TH ST                                         ,LOUISVILLE          ,KY,40210,BLACK,M,27,2012
80-12-044709,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",RUGER                                                  ,               ,22C  ,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044709,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,               ,10GA ,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044709,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",MORRISBURG                                             ,               ,12GA ,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044709,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ","REMINGTON ARMS CO., INC.                               ",7400,243C ,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044709,NARCOTICS,"RIFLE, PERCUSSION                                      ","TRADITIONS, INC                                        ","TRADITIONS, INC",50C  ,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044709,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",STEVENS/J. STEVENS ARMS CO.                            ,               ,12GA ,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044709,NARCOTICS,"RIFLE, FLINTLOCK                                       ",THOMPSON CENTER ARMS CO.                               ,HAWKEN/HAWKEN S,     ,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044709,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ","REMINGTON ARMS CO., INC.                               ",               ,3006,6/6/2012,800 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,WHITE,M,53,2012
80-12-044914,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,25C  ,6/6/2012,E ORMSBY AVE / S PRESTON ST                                 ,LOUISVILLE          ,KY,40203,BLACK,M,12,2012
80-12-044593,WPNS LAW VIOLATION,NULL,LORCIN ENGINEER                                        ,L-25           ,     ,6/5/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2012
80-12-044593,WPNS LAW VIOLATION,NULL,LORCIN ENGINEER                                        ,L-25           ,     ,6/5/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2012
80-12-044593,WPNS LAW VIOLATION,NULL,LORCIN ENGINEER                                        ,L-380          ,     ,6/5/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2012
80-12-044593,WPNS LAW VIOLATION,NULL,LORCIN ENGINEER                                        ,L-380          ,     ,6/5/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2012
80-12-044555,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT140    ,40C  ,6/5/2012,DR WILLIAM G WEATHERS DR / LYMAN JOHNSON DR                 ,LOUISVILLE          ,KY,40211,BLACK,F,40,2012
80-12-043975,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT145    ,45C  ,6/3/2012,4100 BLOCK LARKWOOD AVE                                     ,LOUISVILLE          ,KY,40212,BLACK,M,22,2012
80-12-043975,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT145    ,45C  ,6/3/2012,4100 BLOCK LARKWOOD AVE                                     ,LOUISVILLE          ,KY,40212,BLACK,M,22,2012
80-12-043955,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",FIE                                                    ,T18            ,22C  ,6/3/2012,E INDIAN TRL / POPLAR LEVEL RD                              ,LOUISVILLE          ,KY,40213,BLACK,M,19,2012
80-12-043770,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,9MM  ,6/2/2012,N 34TH ST / PFLANZ AVE                                      ,LOUISVILLE          ,KY,40212,WHITE,M,17,2012
80-12-043520,STOLEN PROPERTY,"RIFLE, SEMI-AUTOMATIC                                  ",                                                       ,               ,762M ,6/1/2012,1700 BLOCK LIBERTY BELL WAY                                 ,LOUISVILLE          ,KY,40215,WHITE,M,50,2012
80-12-043520,STOLEN PROPERTY,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,6/1/2012,1700 BLOCK LIBERTY BELL WAY                                 ,LOUISVILLE          ,KY,40215,WHITE,M,50,2012
80-12-043462,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",CHARTER ARMS CORP.                                     ,UNDERCOVER     ,38C  ,6/1/2012,CONN ST / MANSLICK RD                                       ,LOUISVILLE          ,KY,40215,BLACK,M,21,2012
80-12-043270,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,22C  ,5/31/2012,2100 BLOCK MAGAZINE ST                                      ,LOUISVILLE          ,KY,40211,BLACK,M,62,2012
80-12-042950,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LLAMA (GABILONDO & CIA)                                ,MAX MODELS     ,45C  ,5/31/2012,2300 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE          ,KY,40212,BLACK,M,37,2012
80-12-042753,NARCOTICS,"PISTOL, DERRINGER                                      ",BOND ARMS INC                                          ,TEXAS DEFENDER ,45C  ,5/31/2012,FAIRDALE RD / MOUNT HOLLY RD                                ,LOUISVILLE          ,KY,40118,WHITE,M,41,2012
80-12-043279,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,5/31/2012,N 22ND ST / PORTLAND AVE                                    ,LOUISVILLE          ,KY,40203,BLACK,M,29,2012
80-12-042867,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",INTRATEC                                               ,AB 10          ,9MM  ,5/30/2012,1900 BLOCK HERR LN                                          ,LOUISVILLE          ,KY,40222,BLACK,M,12,2012
80-12-042974,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",STAR                                                   ,               ,380C ,5/30/2012,2100 BLOCK W BROADWAY                                       ,LOUISVILLE          ,KY,40211,BLACK,M,16,2012
80-12-042801,ACCIDENTAL SHOOTING,"PISTOL, SEMI-AUTOMATIC                                 ",COLT                                                   ,               ,25C  ,5/30/2012,3400 BLOCK PORTLAND PLZ                                     ,LOUISVILLE          ,KY,40212,WHITE,M,67,2012
80-12-042643,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",PHOENIX ARMS CO.                                       ,HP MODELS      ,22C  ,5/30/2012,4300 BLOCK LONSDALE AVE                                     ,LOUISVILLE          ,KY,40215,BLACK,M,30,2012
80-12-042893,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,               ,25C  ,5/30/2012,ALGONQUIN PKY / SHARP AVE                                   ,LOUISVILLE          ,KY,40208,BLACK,M,28,2012
80-12-042893,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,               ,25C  ,5/30/2012,ALGONQUIN PKY / SHARP AVE                                   ,LOUISVILLE          ,KY,40208,BLACK,M,28,2012
80-12-042632,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",CLERKE/CLERKE TECHNICORP.                              ,LIBERTY        ,22C  ,5/29/2012,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,F,32,2012
80-12-042632,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",CLERKE/CLERKE TECHNICORP.                              ,LIBERTY        ,22C  ,5/29/2012,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,F,32,2012
80-12-042632,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",MASTERPIECE ARMS                                       ,NONE           ,9MM  ,5/29/2012,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,M,23,2012
80-12-042632,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",MASTERPIECE ARMS                                       ,NONE           ,9MM  ,5/29/2012,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,M,23,2012
80-12-041278,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,9MM  ,5/29/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,24,2012
80-12-042585,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,5/29/2012,7300 BLOCK ST ANDREWS CHURCH RD                             ,LOUISVILLE          ,KY,40214,BLACK,M,22,2012
80-12-042535,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,5/29/2012,S 17TH ST / W ST CATHERINE ST                               ,LOUISVILLE          ,KY,40210,BLACK,M,14,2012
80-12-042535,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,5/29/2012,S 17TH ST / W ST CATHERINE ST                               ,LOUISVILLE          ,KY,40210,BLACK,M,14,2012
80-12-042595,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",FEDERAL ENGINEERING CORP                               ,               ,9MM  ,5/29/2012,S 26TH ST / W MUHAMMAD ALI BLVD                             ,LOUISVILLE          ,KY,40212,BLACK,M,18,2012
80-12-042595,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","AMTEC 2000, INC.                                       ",               ,380C ,5/29/2012,S 26TH ST / W MUHAMMAD ALI BLVD                             ,LOUISVILLE          ,KY,40212,BLACK,M,18,2012
80-12-042591,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",                                                       ,               ,38C  ,5/29/2012,S 28TH ST / GREENWOOD AVE                                   ,LOUISVILLE          ,KY,40211,BLACK,M,15,2012
80-12-042078,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",MERWIN & HUBERT (M & H)                                ,FIRST MODEL    ,32C  ,5/28/2012,S 22ND ST / GARLAND AVE                                     ,LOUISVILLE          ,KY,40211,BLACK,M,19,2012
80-12-041901,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: 422   ,22C  ,5/27/2012,3600 BLOCK GEORGETOWN PL                                    ,LOUISVILLE          ,KY,40215,BLACK,M,28,2012
80-12-041835,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,9MM  ,5/26/2012,W BROADWAY / HECKS LN                                       ,LOUISVILLE          ,KY,40211,BLACK,F,38,2012
80-12-041599,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",                                                       ,               ,38C  ,5/25/2012,2100 BLOCK CEDAR ST                                         ,LOUISVILLE          ,KY,40212,BLACK,M,53,2012
80-12-041539,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,40C  ,5/25/2012,2900 BLOCK DR WILLIAM G WEATHERS DR                         ,LOUISVILLE          ,KY,40211,BLACK,M,24,2012
80-12-039575,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,5/24/2012,3600 BLOCK BAYMEADOW DR                                     ,LOUISVILLE          ,KY,40258,WHITE,M,31,2012
80-12-040993,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,45C  ,5/24/2012,E INDIAN TRL / JEANINE DR                                   ,LOUISVILLE          ,KY,40213,BLACK,M,27,2012
80-12-040663,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HASKELL                                                ,               ,45C  ,5/23/2012,3700 BLOCK W WHEATMORE DR                                   ,LOUISVILLE          ,KY,40215,BLACK,M,22,2012
80-12-040953,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JC-40 SERIES   ,40C  ,5/23/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,32,2012
80-12-040953,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JC-40 SERIES   ,40C  ,5/23/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,32,2012
80-12-040577,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: M&P   ,22C  ,5/23/2012,600 BLOCK W. JEFFERSON ST                                   ,LOUISVILLE          ,KY,40202,WHITE,M,27,2012
80-12-040577,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT-24/7  ,9MM  ,5/23/2012,600 BLOCK W. JEFFERSON ST                                   ,LOUISVILLE          ,KY,40202,WHITE,M,27,2012
80-12-040855,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-11           ,9MM  ,5/23/2012,700 BLOCK ALGONQUIN PKY                                     ,LOUISVILLE          ,KY,40208,BLACK,M,22,2012
80-12-040526,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUSTRIES                                       ,P-380          ,380C ,5/22/2012,1900 BLOCK ROWAN ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,16,2012
80-12-040363,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-3AT          ,380C ,5/22/2012,3900 BLOCK ACCOMACK DR                                      ,LOUISVILLE          ,KY,40241,WHITE,M,39,2012
80-12-040387,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",SPRINGFIELD ARM                                        ,               ,45C  ,5/22/2012,6000 BLOCK HAVEN MANOR WAY                                  ,LOUISVILLE          ,KY,40228,BLACK,M,42,2012
80-12-040387,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",SPRINGFIELD ARM                                        ,               ,45C  ,5/22/2012,6000 BLOCK HAVEN MANOR WAY                                  ,LOUISVILLE          ,KY,40228,BLACK,M,42,2012
